Club Name,Country,Founding Year,Stadium,Logo,Details
FC Bayern Munich,Germany,1900,Allianz Arena,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/FC_Bayern_M%C3%BCnchen_logo_%282017%29.svg/1920px-FC_Bayern_M%C3%BCnchen_logo_%282017%29.svg.png,1,123,Show details
